Date,Open,High,Low,Close,Volume,Adj Close
2014-01-10,5.31,5.34,5.17,5.18,3517700,5.18
2014-01-09,5.45,5.51,5.36,5.37,3590800,5.37
2014-01-08,5.35,5.55,5.31,5.49,6480400,5.49
2014-01-07,5.32,5.41,5.31,5.36,5260100,5.36
2014-01-06,5.54,5.60,5.33,5.43,9510800,5.43
2014-01-03,5.30,5.80,5.24,5.68,16251000,5.68
2014-01-02,5.20,5.32,5.18,5.28,3308100,5.28
2014-01-01,5.20,5.20,5.20,5.20,000,5.20
2013-12-31,5.23,5.26,5.18,5.20,3107700,5.20
2013-12-30,5.19,5.27,5.17,5.25,3152100,5.25
2013-12-27,5.09,5.20,5.02,5.17,4757300,5.17
2013-12-26,5.23,5.27,5.08,5.10,7469800,5.10
2013-12-25,5.28,5.33,5.15,5.26,5855400,5.26
2013-12-24,5.30,5.34,5.26,5.29,4291000,5.29
2013-12-23,5.41,5.43,5.23,5.27,5854200,5.27
2013-12-20,5.80,5.80,5.41,5.48,10563000,5.48
2013-12-19,5.86,5.92,5.53,5.66,9341700,5.66
2013-12-18,5.91,5.97,5.81,5.94,10953600,5.94
2013-12-17,5.78,5.97,5.69,5.94,17604000,5.94
2013-12-16,5.54,5.86,5.50,5.77,16133200,5.77
2013-12-13,5.64,5.64,5.45,5.53,5102600,5.53
2013-12-12,5.59,5.69,5.54,5.64,5874200,5.64
2013-12-11,5.58,5.65,5.49,5.58,4417600,5.58
2013-12-10,5.55,5.63,5.44,5.62,6571900,5.62
2013-12-09,5.51,5.62,5.49,5.54,6832200,5.54
2013-12-06,5.28,5.63,5.28,5.51,14317200,5.51
2013-12-05,5.28,5.31,5.21,5.26,2291200,5.26
2013-12-04,5.21,5.28,5.17,5.26,3176100,5.26
2013-12-03,5.11,5.22,5.06,5.20,3093500,5.20
2013-12-02,5.30,5.30,5.08,5.11,4990700,5.11
2013-11-29,5.42,5.44,5.38,5.39,3818500,5.39
2013-11-28,5.36,5.50,5.30,5.45,7589600,5.45
2013-11-27,5.30,5.37,5.29,5.36,2818500,5.36
2013-11-26,5.21,5.37,5.21,5.32,4208300,5.32
2013-11-25,5.21,5.29,5.21,5.24,2002100,5.24
2013-11-22,5.29,5.32,5.24,5.26,2136000,5.26
2013-11-21,5.32,5.32,5.24,5.31,2947000,5.31
2013-11-20,5.28,5.34,5.26,5.32,3607800,5.32
2013-11-19,5.31,5.33,5.25,5.28,3987600,5.28
2013-11-18,5.22,5.31,5.22,5.30,4176800,5.30
2013-11-15,5.12,5.24,5.10,5.21,3169300,5.21
2013-11-14,5.13,5.13,5.02,5.12,2321400,5.12
2013-11-13,5.21,5.22,5.01,5.08,2865200,5.08
2013-11-12,5.18,5.24,5.15,5.23,2528900,5.23
2013-11-11,5.15,5.22,5.10,5.18,2152200,5.18
2013-11-08,5.37,5.38,5.14,5.15,7002800,5.15
2013-11-07,5.58,5.70,5.41,5.42,8423800,5.42
2013-11-06,5.66,5.89,5.56,5.63,15545800,5.63
2013-11-05,5.55,5.78,5.44,5.73,17875600,5.73
2013-11-04,5.55,5.60,5.49,5.57,4339700,5.57
2013-11-01,5.54,5.65,5.45,5.59,13389100,5.59
2013-10-31,5.42,5.61,5.40,5.59,14127000,5.59
2013-10-30,5.45,5.56,5.40,5.46,12034400,5.46
2013-10-29,5.59,5.66,5.46,5.55,16039100,5.55
2013-10-28,5.58,5.72,5.55,5.67,16898800,5.67
2013-10-25,5.43,5.62,5.40,5.61,12699900,5.61
2013-10-24,5.46,5.53,5.35,5.45,3682500,5.45
2013-10-23,5.53,5.66,5.40,5.48,11260600,5.48
2013-10-22,5.48,5.59,5.44,5.53,6135100,5.53
2013-10-21,5.38,5.49,5.34,5.48,4625500,5.48
2013-10-18,5.34,5.44,5.31,5.38,3820300,5.38
2013-10-17,5.31,5.39,5.29,5.33,3605500,5.33
2013-10-16,5.53,5.53,5.26,5.28,5996400,5.28
2013-10-15,5.61,5.61,5.48,5.53,5608700,5.53
2013-10-14,5.64,5.66,5.56,5.62,5206900,5.62
2013-10-11,5.53,5.64,5.52,5.63,3494100,5.63
2013-10-10,5.68,5.68,5.51,5.52,4326200,5.52
2013-10-09,5.60,5.68,5.57,5.68,3441700,5.68
2013-10-08,5.50,5.68,5.50,5.63,3869400,5.63
2013-10-07,5.54,5.54,5.54,5.54,000,5.54
2013-10-04,5.54,5.54,5.54,5.54,000,5.54
2013-10-03,5.54,5.54,5.54,5.54,000,5.54
2013-10-02,5.54,5.54,5.54,5.54,000,5.54
2013-10-01,5.54,5.54,5.54,5.54,000,5.54
2013-09-30,5.54,5.58,5.51,5.54,1940300,5.54
2013-09-27,5.52,5.56,5.44,5.54,3438100,5.54
2013-09-26,5.60,5.63,5.51,5.52,3095600,5.52
2013-09-25,5.61,5.66,5.53,5.58,5870100,5.58
2013-09-24,5.76,5.76,5.60,5.61,6218300,5.61
2013-09-23,5.71,5.77,5.70,5.75,6077000,5.75
2013-09-20,5.72,5.72,5.72,5.72,000,5.72
2013-09-18,5.77,5.89,5.71,5.72,7044100,5.72
2013-09-17,5.88,5.89,5.69,5.79,11058000,5.79
2013-09-16,5.91,6.02,5.80,5.94,16674200,5.94
2013-09-13,5.84,6.01,5.73,5.91,14984600,5.91
2013-09-12,5.79,5.84,5.70,5.84,4935200,5.84
2013-09-11,5.76,5.85,5.74,5.81,8022500,5.81
2013-09-10,5.61,5.80,5.60,5.79,9435900,5.79
2013-09-09,5.57,5.69,5.54,5.66,6590200,5.66
2013-09-06,5.45,5.57,5.43,5.57,4824300,5.57
2013-09-05,5.49,5.51,5.40,5.45,3878000,5.45
2013-09-04,5.52,5.58,5.46,5.51,3075800,5.51
2013-09-03,5.44,5.53,5.41,5.52,3159000,5.52
2013-09-02,5.45,5.48,5.34,5.44,4575200,5.44
2013-08-30,5.72,5.72,5.42,5.49,7609800,5.49
2013-08-29,5.76,5.82,5.65,5.70,4380300,5.70
2013-08-28,5.86,5.86,5.71,5.77,5374000,5.77
2013-08-27,5.86,5.90,5.78,5.90,5552300,5.90
2013-08-26,5.78,5.89,5.75,5.88,5641900,5.88
2013-08-23,5.80,5.88,5.63,5.79,5905100,5.79
2013-08-22,5.88,5.90,5.78,5.81,5515600,5.81
2013-08-21,5.85,5.88,5.74,5.87,5987600,5.87
2013-08-20,5.65,5.92,5.56,5.81,11242300,5.81
2013-08-19,5.50,5.70,5.41,5.69,3690900,5.69
2013-08-16,5.53,5.78,5.51,5.55,6310000,5.55
2013-08-15,5.64,5.67,5.56,5.57,2968000,5.57
2013-08-14,5.73,5.77,5.60,5.62,5671600,5.62
2013-08-13,5.65,5.78,5.61,5.75,6474300,5.75
2013-08-12,5.53,5.65,5.50,5.64,5129200,5.64
2013-08-09,5.61,5.65,5.38,5.53,7180700,5.53
2013-08-08,5.61,5.66,5.52,5.60,8735000,5.60
2013-08-07,5.46,6.01,5.43,5.71,19412600,5.71
2013-08-06,5.45,5.49,5.38,5.47,4376500,5.47
2013-08-05,5.46,5.48,5.38,5.47,3945300,5.47
2013-08-02,5.40,5.52,5.34,5.47,7384300,5.47
2013-08-01,5.22,5.40,5.20,5.39,4834800,5.39
2013-07-31,5.23,5.33,5.19,5.24,2770200,5.24
2013-07-30,5.20,5.31,5.16,5.23,2567500,5.23
2013-07-29,5.30,5.43,5.22,5.29,3123300,5.29
2013-07-26,5.25,5.41,5.15,5.38,3597800,5.38
2013-07-25,5.44,5.50,5.26,5.27,3492700,5.27
2013-07-24,5.39,5.52,5.30,5.44,4555600,5.44
2013-07-23,5.23,5.43,5.23,5.40,4164000,5.40
2013-07-22,5.20,5.35,5.04,5.25,4144700,5.25
2013-07-19,5.41,5.54,5.30,5.30,5800400,5.30
2013-07-18,5.31,5.48,5.26,5.40,3614600,5.40
2013-07-17,5.50,5.50,5.30,5.34,3570800,5.34
2013-07-16,5.45,5.52,5.35,5.50,6249000,5.50
2013-07-15,5.21,5.40,5.21,5.35,3692400,5.35
2013-07-12,5.35,5.42,5.20,5.22,4443000,5.22
2013-07-11,5.26,5.44,5.23,5.37,5070200,5.37
2013-07-10,5.05,5.28,5.05,5.27,3253400,5.27
2013-07-09,5.16,5.28,5.01,5.11,3968000,5.11
2013-07-08,5.40,5.42,5.20,5.24,5999300,5.22
2013-07-05,5.25,5.70,5.22,5.54,10562200,5.52
2013-07-04,5.07,5.37,4.96,5.27,6614500,5.25
2013-07-03,5.11,5.15,5.00,5.12,2805900,5.10
2013-07-02,5.06,5.16,5.02,5.12,2640600,5.10
2013-07-01,4.97,5.08,4.95,5.06,1320400,5.04
2013-06-28,5.08,5.14,4.91,5.00,1638100,4.98
2013-06-27,5.09,5.19,5.04,5.06,3088100,5.04
2013-06-26,5.01,5.10,4.95,5.09,3068900,5.07
2013-06-25,5.02,5.10,4.58,5.01,3538300,4.99
2013-06-24,5.38,5.39,4.90,5.02,3539100,5.00
2013-06-21,5.38,5.45,5.21,5.43,2762000,5.41
2013-06-20,5.68,5.68,5.43,5.46,2959100,5.44
2013-06-19,5.80,5.80,5.57,5.68,2914700,5.66
2013-06-18,5.70,5.83,5.70,5.82,2209000,5.80
2013-06-17,5.73,5.81,5.69,5.72,2252900,5.70
2013-06-14,5.70,5.82,5.68,5.73,2176900,5.71
2013-06-13,5.77,5.78,5.52,5.67,2592800,5.65
2013-06-12,5.74,5.74,5.74,5.74,000,5.72
2013-06-11,5.74,5.74,5.74,5.74,000,5.72
2013-06-10,5.74,5.74,5.74,5.74,000,5.72
2013-06-07,5.90,5.91,5.70,5.74,3408400,5.72
2013-06-06,6.01,6.05,5.80,5.86,4531100,5.84
2013-06-05,6.10,6.10,6.00,6.05,3408800,6.03
2013-06-04,6.33,6.33,5.96,6.10,9072200,6.08
2013-06-03,6.35,6.41,6.31,6.33,3646700,6.31
2013-05-31,6.31,6.42,6.29,6.35,6034900,6.33
2013-05-30,6.35,6.42,6.26,6.31,7203100,6.29
2013-05-29,6.38,6.44,6.28,6.42,5953200,6.40
2013-05-28,6.52,6.52,6.31,6.34,7894800,6.32
2013-05-27,6.46,6.59,6.36,6.52,9889600,6.50
2013-05-24,6.40,6.54,6.33,6.46,9911700,6.44
2013-05-23,6.38,6.58,6.25,6.39,14177200,6.37
2013-05-22,6.59,6.68,6.33,6.43,24843700,6.41
2013-05-21,6.08,6.56,6.06,6.56,21406000,6.54
