Date,Open,High,Low,Close,Volume,Adj Close
2014-01-10,22.01,22.03,21.09,21.10,1961000,21.10
2014-01-09,22.04,22.61,21.86,22.09,2228200,22.09
2014-01-08,21.99,22.35,21.71,22.08,1834200,22.08
2014-01-07,21.39,21.78,21.11,21.53,1287000,21.53
2014-01-06,22.90,22.91,21.48,21.49,2506900,21.49
2014-01-03,22.87,23.18,22.79,22.83,1422700,22.83
2014-01-02,22.99,23.00,22.70,22.92,1161600,22.92
2014-01-01,22.70,22.70,22.70,22.70,000,22.70
2013-12-31,22.65,22.95,22.61,22.70,916600,22.70
2013-12-30,23.21,23.30,22.66,22.73,2134800,22.73
2013-12-27,22.80,23.18,22.69,23.12,1796300,23.12
2013-12-26,23.59,23.63,22.85,22.85,1897200,22.85
2013-12-25,23.22,23.59,23.22,23.58,1995200,23.58
2013-12-24,23.15,23.40,23.00,23.20,1455100,23.20
2013-12-23,22.76,23.17,22.30,23.16,1534900,23.16
2013-12-20,22.80,23.17,22.68,22.76,1178100,22.76
2013-12-19,23.23,23.38,22.90,22.90,1366200,22.90
2013-12-18,23.10,23.28,22.84,23.03,1091800,23.03
2013-12-17,23.71,23.71,23.00,23.03,2118900,23.03
2013-12-16,23.86,24.00,22.96,23.71,3352100,23.71
2013-12-13,24.23,24.23,23.66,23.82,2742000,23.82
2013-12-12,24.25,24.37,24.01,24.27,2171100,24.27
2013-12-11,24.40,24.75,24.10,24.34,2542600,24.34
2013-12-10,24.94,25.07,24.34,24.40,3009200,24.40
2013-12-09,24.62,25.13,24.60,24.92,4908700,24.92
2013-12-06,23.90,24.75,23.90,24.26,3441100,24.26
2013-12-05,23.70,24.79,23.70,24.24,4302100,24.24
2013-12-04,23.77,24.51,23.76,23.84,4040900,23.84
2013-12-03,22.90,23.87,22.68,23.76,2796900,23.76
2013-12-02,24.30,25.00,23.36,23.38,6077500,23.38
2013-11-29,25.57,25.95,25.38,25.80,6966400,25.80
2013-11-28,24.80,25.83,24.50,25.27,6292700,25.27
2013-11-27,23.91,24.79,23.79,24.75,3694800,24.75
2013-11-26,24.63,24.80,23.98,23.99,2759300,23.99
2013-11-25,24.63,24.94,24.48,24.63,1940100,24.63
2013-11-22,24.95,24.99,24.49,24.53,2582400,24.53
2013-11-21,25.17,25.17,24.50,24.84,2860000,24.84
2013-11-20,25.45,25.46,24.90,25.32,3029200,25.32
2013-11-19,25.24,25.78,24.94,25.33,4595400,25.33
2013-11-18,24.95,25.20,24.66,25.17,4688800,25.17
2013-11-15,23.92,24.91,23.90,24.65,4038300,24.65
2013-11-14,23.80,24.00,22.70,23.92,3474700,23.92
