Date,Open,High,Low,Close,Volume,Adj Close
2014-01-06,10.81,10.82,10.44,10.54,4574800,10.54
2014-01-03,10.70,11.02,10.64,10.90,7886900,10.90
2014-01-02,10.59,10.67,10.50,10.67,4759900,10.67
2014-01-01,10.59,10.59,10.59,10.59,000,10.59
2013-12-31,10.47,10.70,10.42,10.59,4375500,10.59
2013-12-30,10.48,10.65,10.42,10.47,4059200,10.47
2013-12-27,10.21,10.41,10.20,10.33,4629500,10.33
2013-12-26,10.68,10.69,10.20,10.20,3061700,10.20
2013-12-25,10.53,10.76,10.40,10.67,3570700,10.67
2013-12-24,10.38,10.75,10.33,10.51,2931200,10.51
2013-12-23,10.45,10.49,10.01,10.25,2038200,10.25
2013-12-20,10.60,10.65,10.35,10.45,2066300,10.45
2013-12-19,10.65,10.87,10.62,10.62,1996200,10.62
2013-12-18,10.78,10.80,10.58,10.62,2126300,10.62
2013-12-17,10.86,10.96,10.68,10.70,2482300,10.70
2013-12-16,11.08,11.22,10.86,10.87,2970000,10.87
2013-12-13,11.10,11.14,10.96,11.08,3243200,11.08
2013-12-12,11.13,11.44,11.08,11.22,3717700,11.22
2013-12-11,11.44,11.45,11.04,11.13,3905200,11.13
2013-12-10,11.55,11.70,11.33,11.39,4386600,11.39
2013-12-09,11.46,11.46,11.25,11.45,5016800,11.45
2013-12-06,11.10,11.45,11.10,11.35,6223600,11.35
2013-12-05,11.04,11.14,10.85,11.04,4705600,11.04
2013-12-04,11.16,11.36,11.02,11.15,7620400,11.15
2013-12-03,10.59,11.15,10.39,11.15,7691000,11.15
2013-12-02,11.55,11.56,10.76,10.76,11870800,10.76
2013-11-29,12.31,12.33,11.86,11.96,11910400,11.96
2013-11-28,12.25,12.40,12.17,12.20,8146700,12.20
2013-11-27,11.75,12.48,11.70,12.30,14437300,12.30
2013-11-26,11.84,11.97,11.61,11.69,5771800,11.69
2013-11-25,11.90,12.07,11.67,11.85,7862900,11.85
2013-11-22,12.30,12.57,11.95,11.96,12914200,11.96
2013-11-21,12.20,12.46,11.97,12.26,12030600,12.26
2013-11-20,12.25,12.40,11.87,12.30,20374700,12.30
2013-11-19,11.58,12.60,11.45,12.52,31461900,12.52
2013-11-18,11.26,11.65,11.11,11.45,10254800,11.45
2013-11-15,10.85,11.59,10.85,11.14,10553500,11.14
2013-11-14,10.60,10.98,10.23,10.97,7769500,10.97
2013-11-13,11.10,11.57,10.75,10.80,9950700,10.80
2013-11-12,11.07,11.08,10.55,10.99,6131800,10.99
2013-11-11,10.93,11.24,10.80,11.11,6509900,11.11
2013-11-08,11.22,11.30,10.95,11.06,7730600,11.06
2013-11-07,10.85,11.94,10.75,11.40,15012200,11.40
2013-11-06,10.86,11.55,10.78,10.97,15627100,10.97
2013-11-05,9.85,10.52,9.75,10.52,5778800,10.52
2013-11-04,9.50,9.63,9.43,9.56,2545900,9.56
2013-11-01,9.93,9.98,9.45,9.50,4030900,9.50
2013-10-31,10.16,10.17,9.90,10.01,3908100,10.01
2013-10-30,9.98,10.33,9.78,10.06,6370100,10.06
2013-10-29,10.68,11.14,9.91,9.91,10509800,9.91
2013-10-28,11.50,11.50,10.40,11.01,13123500,11.01
2013-10-25,11.00,11.00,11.00,11.00,000,11.00
2013-10-24,11.00,11.00,11.00,11.00,000,11.00
2013-10-23,11.00,11.00,11.00,11.00,000,11.00
2013-10-22,11.00,11.00,11.00,11.00,000,11.00
2013-10-21,11.00,11.00,11.00,11.00,000,11.00
2013-10-18,11.00,11.00,11.00,11.00,000,11.00
2013-10-17,11.00,11.00,11.00,11.00,000,11.00
2013-10-16,11.00,11.00,11.00,11.00,000,11.00
2013-10-15,11.00,11.00,11.00,11.00,000,11.00
2013-10-14,11.00,11.00,11.00,11.00,000,11.00
2013-10-11,11.00,11.00,11.00,11.00,000,11.00
2013-10-10,11.00,11.00,11.00,11.00,000,11.00
2013-10-09,11.00,11.00,11.00,11.00,000,11.00
2013-10-08,11.00,11.00,11.00,11.00,000,11.00
2013-10-07,11.00,11.00,11.00,11.00,000,11.00
2013-10-04,11.00,11.00,11.00,11.00,000,11.00
2013-10-03,11.00,11.00,11.00,11.00,000,11.00
2013-10-02,11.00,11.00,11.00,11.00,000,11.00
2013-10-01,11.00,11.00,11.00,11.00,000,11.00
2013-09-30,11.00,11.00,11.00,11.00,000,11.00
2013-09-27,11.00,11.00,11.00,11.00,000,11.00
2013-09-26,11.00,11.00,11.00,11.00,000,11.00
2013-09-25,11.00,11.00,11.00,11.00,000,11.00
2013-09-24,11.00,11.00,11.00,11.00,000,11.00
2013-09-23,11.00,11.00,11.00,11.00,000,11.00
2013-09-20,11.00,11.00,11.00,11.00,000,11.00
2013-09-18,11.00,11.00,11.00,11.00,000,11.00
2013-09-17,11.00,11.00,11.00,11.00,000,11.00
2013-09-16,11.00,11.00,11.00,11.00,000,11.00
2013-09-13,11.00,11.00,11.00,11.00,000,11.00
2013-09-12,11.00,11.00,11.00,11.00,000,11.00
2013-09-11,11.00,11.00,11.00,11.00,000,11.00
2013-09-10,11.00,11.00,11.00,11.00,000,11.00
2013-09-09,11.00,11.00,11.00,11.00,000,11.00
2013-09-06,11.00,11.00,11.00,11.00,000,11.00
2013-09-05,11.00,11.00,11.00,11.00,000,11.00
2013-09-04,11.00,11.02,10.70,11.00,5658200,11.00
2013-09-03,10.87,11.10,10.80,10.98,4126600,10.98
